PM10,NO,NO2,NH3,SO2,CO,Ozone,Benzene,Toluene,PM2.5
None,11.99,15.79,11.16,14.72,0.75,27.35,0.41,1.45,None
None,11.92,15.48,11.39,13.78,0.74,27.43,0.41,1.46,None
None,12.11,15.79,11.39,14.12,0.73,27.62,0.4,1.44,None
None,12.21,16.45,11.48,13.27,0.76,27.4,0.42,1.42,None
None,12.03,15.88,11.23,13.73,0.72,27.05,0.41,1.47,None
None,11.97,16.28,11.26,14.17,0.75,27.15,0.41,1.43,None
None,12.31,15.88,11.14,15.13,0.74,27.36,0.42,1.44,None
None,11.94,16.18,11.17,12.71,0.73,27.32,0.41,1.46,None
None,11.66,16.23,11.26,12.16,0.75,26.75,0.41,1.44,None
None,12.42,16.21,11.28,12.93,0.74,27.29,0.42,1.45,None
None,11.56,16.03,11.37,13.05,0.74,27.05,0.41,1.45,None
None,11.96,16.22,11.46,13.73,0.74,27.31,0.4,1.45,None
None,12.14,15.82,11.3,13.94,0.73,26.93,0.41,1.46,None
None,12.02,16.38,11.19,12.18,0.74,27.23,0.41,1.45,None
63.05,13.07,17.84,11.28,10.74,0.75,24.71,0.41,1.44,None
60.42,15.92,21.88,11.62,5.71,0.73,18.43,0.41,1.46,15.25
52.89,15.54,21.34,11.41,5.68,0.76,18.62,0.41,1.42,15.22
44.71,15.55,21.12,11.58,6.09,0.75,17.81,0.42,1.42,15.22
34.02,15.75,21.34,11.73,5.44,0.73,18.11,0.41,1.4,15.23
34.34,15.96,21.3,11.54,10.52,0.73,18.66,0.41,1.41,15.25
48.05,15.58,21.23,11.74,11.79,0.75,19.16,0.42,1.42,15.22
59.17,15.49,20.99,11.6,11.27,0.73,18.84,0.41,1.45,15.21
53.05,15.8,21.25,11.74,11.63,0.73,18.43,0.41,1.48,15.24
49.85,15.49,20.89,11.63,10.82,0.75,18.55,0.41,1.43,15.22
43.06,15.41,21.22,11.6,11.06,0.73,18.88,0.41,1.43,15.21
44.6,15.9,21.44,11.82,10.98,0.74,19.05,0.42,1.46,15.25
45.94,15.51,21.29,11.69,11.44,0.74,19,0.41,1.43,15.22
44.28,15.6,21.32,11.66,10.35,0.74,18.93,0.42,1.48,15.22
45.05,15.61,21.15,11.6,9.64,0.74,18.35,0.42,1.42,15.22
48.08,15.22,20.94,11.43,10.57,0.74,18.81,0.43,1.45,15.2
50.98,15.53,21.34,11.49,9.97,0.72,18.61,0.41,1.45,15.22
45.71,15.7,21.29,11.7,9.54,0.74,18.72,0.41,1.46,15.23
48.7,15.52,21.51,11.55,9.27,0.75,18.85,0.41,1.46,15.22
63.34,15.71,21.31,11.66,9.7,0.73,18.8,0.41,1.47,15.23
79.68,15.59,21.4,11.63,10.65,0.73,18.53,0.42,1.46,15.22
83.61,15.6,21.48,11.44,4.54,0.74,18.45,0.42,1.47,15.22
75.77,15.61,21.71,11.59,5.88,0.73,18.43,0.4,1.44,15.23
66.89,15.52,21.59,11.54,3.34,0.74,18.62,0.42,1.44,19.8
55.73,15.38,21.78,11.62,4.66,0.74,18.21,0.42,1.46,25.27
46.01,15.71,21.16,11.81,6.48,0.74,18.66,0.42,1.47,25.29
41.09,15.55,21.62,11.51,6.68,0.74,18.48,0.41,1.46,25.28
38.78,15.89,20.96,11.4,6.44,0.74,18.68,0.41,1.42,25.31
32.26,15.69,21.36,11.63,6.36,0.73,18.93,0.41,1.43,25.29
29.45,15.62,21.8,11.34,8.04,0.73,19.74,0.42,1.44,25.29
34.91,15.23,21.21,11.57,8.78,0.75,19.18,0.41,1.44,25.25
35.74,15.86,21.07,11.44,7.86,0.73,18.2,0.41,1.46,25.3
42.82,15.48,21.61,11.44,8.14,0.74,18.54,0.42,1.46,25.28
44.7,15.98,21.55,11.78,8.19,0.73,18.71,0.41,1.43,25.31
44.82,15.83,21.5,11.38,8.64,0.73,18.77,0.41,1.43,25.3
38.19,15.69,21.02,11.84,8.24,0.75,18.8,0.41,1.43,25.29
31.63,15.74,21.43,11.51,9.33,0.73,18.98,0.41,1.43,25.29
29.02,15.66,21.23,11.62,5.94,0.74,18.56,0.41,1.43,25.29
27.99,15.26,21.43,11.8,6.12,0.73,19.43,0.41,1.43,25.26
29.8,15.47,21.84,11.55,6.81,0.74,18.22,0.41,1.44,25.29
27.68,15.52,21.12,11.65,5.72,0.73,18.8,0.42,1.46,25.29
29.76,15.9,21.5,11.6,7.98,0.75,18.57,0.4,1.46,25.31
33.36,15.62,21,11.74,5.34,0.74,18.95,0.42,1.45,25.29
39.85,15.52,21.45,11.71,6.04,0.75,18.7,0.4,1.48,25.28
36.67,15.38,21.17,11.62,5.39,0.74,15.92,0.41,1.4,25.28
41.7,15.91,21.48,11.57,2.95,0.75,18.3,0.41,1.45,25.31
48.96,15.72,21.93,11.66,2.7,0.73,18.52,0.41,1.5,23.92
51.86,15.42,21.75,11.28,1.6,0.73,18.82,0.41,1.44,22.47
50.95,15.28,21.02,11.63,1.33,0.74,18.09,0.41,1.48,22.46
48.65,15.65,21.33,11.75,4.69,0.73,18.67,0.41,1.43,22.47
46.34,15.56,21.11,11.39,5.54,0.75,18.77,0.41,1.47,22.47
40.81,15.77,21.77,11.79,5.09,0.73,18.75,0.42,1.43,22.48
33.96,15.62,21.45,11.57,4.18,0.74,18.98,0.4,1.42,22.47
29.75,15.72,21.75,11.5,4.91,0.73,18.95,0.42,1.45,22.48
32.34,15.6,21.73,11.73,5.95,0.76,18.6,0.41,1.46,22.47
39.04,15.44,21.16,11.5,5.19,0.75,18.57,0.41,1.46,22.47
43.45,15.81,21.38,11.73,5.93,0.72,18.89,0.41,1.42,22.48
48.56,15.46,21.46,11.89,5.72,0.76,18.51,0.41,1.43,22.47
48.84,15.62,20.77,11.51,4.65,0.74,18.94,0.41,1.47,22.48
48.66,15.45,21.65,11.59,5.73,0.74,18.47,0.41,1.44,22.47
44.8,15.59,20.91,11.44,4.74,0.74,18.5,0.41,1.42,22.48
46.17,15.75,21.32,11.4,5.18,0.75,18.74,0.41,1.44,22.48
56.12,15.43,21.27,11.86,5.47,0.75,18.81,0.4,1.49,22.47
57.57,15.63,20.97,11.73,4.71,0.74,18.42,0.41,1.45,22.48
54.8,15.17,21.32,11.55,5.27,0.74,18.63,0.41,1.45,22.46
51.56,15.68,21.52,11.58,7.58,0.75,18.55,0.41,1.5,22.48
51.14,15.33,21.09,11.72,6.84,0.74,18.34,0.42,1.46,22.46
55.01,15.6,21.17,11.79,6.98,0.75,18.24,0.41,1.41,22.47
57.45,15.72,21.14,11.46,7.01,0.73,18.47,0.41,1.44,22.48
None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None
62.55,15.45,21.55,11.54,5.19,0.73,13.64,0.42,1.44,22.47
46.39,15.56,21.79,11.55,8.07,0.74,17.19,0.41,1.47,22.48
92.12,15.67,21.7,11.6,5.37,0.74,12.67,0.42,1.4,22.48
105.76,15.83,21.59,11.58,6.7,0.75,18.37,0.41,1.47,22.48
85.97,15.63,21.3,11.71,7.64,0.74,19.42,0.41,1.4,22.47
75.8,15.57,21.56,11.61,4.42,0.74,19.03,0.42,1.44,22.47
65.1,15.5,21.47,11.55,4.36,0.73,18.73,0.41,1.44,22.47
63.86,15.48,21.28,11.69,3.31,0.72,18.6,0.42,1.43,22.47
61.4,15.67,21.13,11.54,4.19,0.75,18.73,0.42,1.42,22.48
56.87,15.36,20.84,11.49,8.16,0.75,18.66,0.42,1.48,22.46
49.32,15.25,21.38,11.64,8.53,0.74,18.96,0.41,1.45,22.46
48.67,15.67,21.52,11.69,8.43,0.75,18.7,0.42,1.46,22.48
47.86,15.2,21.23,11.85,7.51,0.73,19.36,0.41,1.44,22.46
50.83,15.68,21.37,11.46,10.53,0.75,18.75,0.41,1.46,22.48
52.56,15.72,20.88,11.56,10.55,0.73,19.09,0.42,1.43,22.48
53.07,15.82,21.11,11.52,10.44,0.74,18.79,0.41,1.45,22.48
55.39,15.23,21.42,11.75,11.06,0.74,18.89,0.42,1.43,22.46
48.25,15.29,21.59,11.18,None,0.73,18.52,0.42,1.46,27.46
44.68,15.55,21.6,11.62,None,0.75,22.63,0.41,1.43,27.47
43.42,15.88,21.76,11.56,None,0.75,19.51,0.41,1.47,27.48
45.21,15.71,21.65,11.36,None,0.75,18.99,0.4,1.48,27.48
45.08,15.48,20.96,11.73,7.12,0.74,19.14,0.41,1.48,27.47
44.28,15.11,21.45,11.52,7.47,0.75,16.62,0.41,1.42,24.94
39.3,15.42,21.27,11.75,4.91,0.75,18.2,0.41,1.47,24.47
36.55,15.59,21.11,11.35,6.56,0.74,19.11,0.41,1.47,24.47
46.04,15.41,21.69,11.66,8.88,0.74,19.04,0.42,1.47,24.47
52.49,15.54,21,11.91,8.85,0.74,18.66,0.4,1.44,24.47
55.29,15.88,21.36,11.42,8.86,0.74,18.68,0.41,1.45,24.48
61.03,15.78,21.05,11.55,9.09,0.74,19.18,0.42,1.45,24.48
60.97,15.18,20.99,11.65,6.38,0.73,18.64,0.41,1.47,24.46
65.94,15.53,21.14,11.52,6.64,0.76,18.47,0.42,1.46,24.47
66.33,15.7,21.34,11.65,7.47,0.74,17.95,0.41,1.45,24.48
65.04,15.4,21.66,11.54,8.23,0.74,18.62,0.41,1.44,24.47
60.12,15.43,21.09,11.65,6.23,0.71,18.76,0.42,1.44,24.46
55.23,15.61,21.34,11.61,5.17,0.74,19.11,0.41,1.47,24.48
56.28,15.46,21.02,11.56,6.47,0.74,18.76,0.41,1.41,24.47
54.61,15.77,21.6,11.58,5.69,0.73,18.55,0.41,1.46,24.48
55.66,15.36,20.93,11.6,8.29,0.74,18.42,0.41,1.45,24.47
56.09,15.31,21.45,11.58,5.13,0.75,17.25,0.41,1.46,24.46
55.02,15.65,21.64,11.73,6.65,0.75,18.97,0.42,1.46,24.48
47.52,15.73,21.02,11.65,7.25,0.72,18.57,0.4,1.45,24.48
42.44,15.58,21.23,11.74,6.21,0.74,18.27,0.41,1.42,24.47
45.18,15.27,22.2,11.86,None,0.72,11.09,0.42,1.44,24.46
46.62,15.91,21.84,11.35,11.12,0.75,18.94,0.42,1.44,24.48
48.92,15.7,21.42,11.57,10.96,0.74,18.69,0.41,1.45,24.48
46.71,15.45,21.38,11.58,6.06,0.73,18.32,0.42,1.43,24.47
47.58,15.43,21.13,11.51,5.23,0.74,17.53,0.41,1.45,24.47
47.43,15.59,20.73,11.67,11.35,0.73,18.73,0.42,1.44,24.48
44.49,15.74,21.35,11.67,11,0.73,18.9,0.4,1.4,24.48
45.71,15.77,21.13,11.47,7.46,0.74,19.18,0.41,1.42,24.48
48.41,15.21,21.39,11.37,8.46,0.74,18.52,0.42,1.44,24.46
58.55,15.77,21.48,11.66,8.08,0.72,18.52,0.41,1.45,24.48
61.73,15.68,21.47,11.69,8.37,0.73,19.07,0.42,1.44,24.48
55.3,15.37,21.64,11.67,4.98,0.73,18.64,0.42,1.42,24.47
57.89,15.62,21.28,11.77,5.92,0.73,18.57,0.4,1.39,24.48
56.92,15.34,21.79,11.61,6.15,0.74,18.46,0.41,1.41,24.47
53.05,15.63,21.02,11.56,6.15,0.74,18.62,0.41,1.52,24.47
58.26,15.66,21.6,11.76,8.36,0.74,18.98,0.42,1.48,24.48
55.78,15.28,21.47,11.71,8.67,0.73,18.63,0.41,1.43,24.46
55.55,15.54,21.1,11.57,8.61,0.73,18.73,0.41,1.42,24.47
55.09,15.88,21.38,11.77,8.62,0.74,18.58,0.41,1.45,24.48
54.94,15.56,21.16,11.54,6.72,0.75,18.94,0.41,1.43,24.48
57.19,15.55,21.62,11.46,6.71,0.74,18.92,0.41,1.41,24.47
60.7,15.6,21.54,11.81,5.55,0.74,19.03,0.41,1.45,24.48
55.36,15.91,21.41,11.51,5.92,0.73,18.81,0.41,1.45,24.49
48.59,15.65,21.31,11.66,6.48,0.73,18.81,0.41,1.44,24.48
40.39,15.67,21.25,11.5,5.92,0.75,20.6,0.4,1.46,24.48
39.79,15.6,21.22,11.7,5.58,0.72,19.71,0.42,1.43,24.47
37.48,15.37,21.77,11.69,3.22,0.73,18.22,0.41,1.44,24.47
38.36,15.61,20.64,11.54,5.2,0.73,18.68,0.4,1.47,24.47
34.14,15.4,21.27,11.63,3.62,0.73,18.6,0.42,1.49,24.47
33.75,15.54,21.98,11.59,3.43,0.73,18.53,0.4,1.46,24.47
30.3,15.48,21.24,11.52,3.51,0.74,18.79,0.41,1.42,24.47
34.27,15.53,21.74,11.74,2.48,0.74,18.82,0.41,1.44,24.47
40.57,15.81,21.23,11.57,3.62,0.74,18.83,0.42,1.46,24.48
42.82,15.54,20.88,11.61,2.7,0.75,17.93,0.41,1.44,24.47
45.35,15.3,21.17,11.6,4.14,0.73,18.68,0.41,1.43,24.46
47.68,15.4,21.19,11.52,6.81,0.75,18.77,0.42,1.45,24.47
52.37,15.44,20.93,11.68,8.03,0.76,18.42,0.41,1.47,24.47
47.2,15.77,21.25,11.56,8.12,0.75,18.48,0.41,1.47,24.48
47.44,15.37,21.35,11.65,8.22,0.73,18.35,0.42,1.45,24.47
48.55,15.73,21.89,11.62,6.3,0.74,18.64,0.41,1.45,24.48
50.55,15.74,21.45,11.44,6.34,0.74,18.31,0.42,1.45,24.48
50.39,15.62,21.78,11.42,6.71,0.76,18.59,0.41,1.41,24.48
49.04,15.7,21.24,11.46,7.4,0.74,19.15,0.41,1.49,24.48
54.9,15.71,21.12,11.61,9.34,0.74,18.66,0.4,1.44,24.48
58.24,15.56,21,11.55,8.96,0.73,18.45,0.42,1.47,24.47
60.12,15.82,21.34,11.48,8.11,0.74,18.37,0.42,1.44,24.48
56.98,15.63,21.72,11.35,7.66,0.74,18.66,0.41,1.48,24.47
55.83,15.69,20.96,11.49,6.53,0.73,18.04,0.42,1.45,26.67
46.96,15.76,21.36,11.52,4.92,0.75,18.83,0.41,1.43,28.5
43.73,15.46,21.41,11.77,4.99,0.74,18.49,0.41,1.45,27.93
42.03,15.25,21.62,11.6,5.95,0.75,18.11,0.42,1.44,25.84
42.26,15.5,21.44,11.62,2.5,0.73,17.87,0.42,1.45,25.85
37.06,15.38,20.97,11.58,None,0.75,18.29,0.41,1.49,25.85
33.2,15.82,21.19,11.78,None,0.73,18.77,0.41,1.45,25.86
30.58,15.53,21.15,11.62,None,0.75,18.68,0.41,1.44,25.85
37.56,15.52,21.2,11.48,9.38,0.74,18.66,0.41,1.47,25.85
43.32,15.47,21.3,11.67,10.5,0.74,18.77,0.42,1.45,25.85
47,15.72,21.02,11.52,10.18,0.74,18.68,0.42,1.46,25.86
50.63,15.45,21.41,11.77,10.4,0.75,18.18,0.42,1.42,25.85
52.41,15.64,21.64,11.64,4.91,0.74,18.49,0.41,1.44,25.86
49.68,15.8,21.54,11.54,4.67,0.73,18.62,0.41,1.44,25.86
51.82,15.55,21.49,11.78,6.32,0.75,18.08,0.42,1.45,25.85
51.33,15.44,21.34,11.73,4.79,0.73,18.42,0.41,1.47,25.85
44.82,15.69,21.32,11.54,4.91,0.74,18.69,0.4,1.5,25.86
34.99,15.68,22.12,11.65,5.05,0.73,18.65,0.41,1.42,25.86
31.73,15.86,20.87,11.58,4.55,0.73,18.59,0.41,1.46,25.87
32.14,15.57,21.94,11.59,5.11,0.73,18.26,0.41,1.43,25.85
31.02,15.5,21.49,11.71,7.29,0.74,18.88,0.41,1.47,25.85
29.84,15.65,21.93,11.86,6.09,0.74,18.51,0.41,1.45,25.86
29.71,15.74,21.61,11.4,7.76,0.75,18.81,0.42,1.47,25.84
31.81,15.61,21.35,11.71,7.04,0.75,18.61,0.42,1.43,25.86
30.8,15.82,21.43,11.66,10.79,0.73,18.61,0.41,1.43,25.86
31.98,15.38,21.92,11.72,8.9,0.75,18.82,0.41,1.44,25.84
35.03,15.6,21.37,11.79,9.9,0.73,18.27,0.4,1.44,25.85
39.06,15.67,21.49,11.64,9.76,0.75,18.61,0.41,1.44,25.86
37.83,15.86,21.1,11.67,7.82,0.75,18.61,0.42,1.44,25.87
39.7,15.55,22.06,11.45,7.3,0.74,16.77,0.41,1.44,25.85
35.5,15.62,21.65,11.78,11.32,0.73,18.45,0.42,1.46,25.85
32.63,15.77,21.69,11.71,9.42,0.73,18.77,0.41,1.45,25.86
36.62,15.72,21.36,11.68,10.58,0.74,18.17,0.42,1.44,25.86
39.29,15.01,21.91,11.68,12.83,0.75,8.52,0.4,1.5,25.83
42.98,15.75,21.65,11.58,13.62,0.74,17.94,0.41,1.44,25.86
47.87,15.65,21.56,11.77,7.87,0.75,19.14,0.42,1.44,25.86
46.54,15.54,21.55,11.67,8.23,0.76,19.18,0.41,1.44,25.85
44.5,15.62,21.86,11.58,9.19,0.74,19.14,0.4,1.42,25.86
47.14,15.64,21.38,11.52,10.73,0.74,19.11,0.42,1.45,25.86
47.72,15.73,21.6,11.86,4.64,0.73,18.47,0.42,1.49,25.86
46.04,15.68,21.7,11.43,4.64,0.75,18.5,0.41,1.45,25.86
41.23,15.54,21.48,11.71,5.6,0.74,18.91,0.41,1.45,25.85
37.8,15.73,20.83,11.77,6.71,0.71,18.8,0.42,1.46,25.86
38.76,15.73,21.12,11.34,5.26,0.76,18.87,0.41,1.46,25.86
36.62,15.47,21.17,11.37,5.39,0.74,19.02,0.41,1.44,25.85
35.36,15.67,21.61,11.43,5.56,0.74,18.68,0.41,1.43,25.86
36.7,15.59,21.02,11.41,4.66,0.74,18.58,0.41,1.44,25.86
37.53,15.7,21.62,11.58,6.9,0.73,18.3,0.43,1.43,25.86
40.58,15.66,21.67,11.66,7.01,0.74,18.66,0.41,1.44,25.86
44.41,15.9,21.6,11.71,8.34,0.74,18.5,0.41,1.45,25.86
44,15.73,21.38,11.76,11.74,0.74,19.17,0.41,1.46,25.86
45.8,15.71,21.55,11.45,12.97,0.73,19.18,0.41,1.46,25.86
46.2,15.84,20.73,11.7,20.39,0.73,18.36,0.42,1.46,25.87
42.23,15.46,21.33,11.62,25.47,0.76,18.15,0.41,1.45,25.85
39.09,15.64,21.72,11.46,29.03,0.73,17.84,0.42,1.41,25.85
31.83,15.42,21.45,11.32,5.14,0.73,18,0.41,1.45,25.85
35.33,15.74,21.15,11.54,3.17,0.75,18.45,0.41,1.42,25.86
41.55,15.43,21.2,11.59,1.23,0.74,18.09,0.42,1.48,25.85
47.16,15.43,21.34,11.57,0.25,0.75,19.11,0.42,1.44,25.85
57.25,15.47,21.18,11.61,5.29,0.74,18.56,0.42,1.43,25.85
57.91,15.63,21.52,11.49,3.35,0.73,18.27,0.42,1.45,25.86
58.8,15.44,21.23,11.64,2.01,0.74,18.06,0.42,1.42,25.85
59.33,15.6,21.12,11.8,2.03,0.72,18.3,0.4,1.44,25.86
62.03,15.64,21.71,11.63,6.59,0.74,18.46,0.41,1.43,25.86
60.79,15.42,21.55,11.6,5.21,0.75,18.46,0.41,1.46,25.85
62.09,15.87,21.55,11.54,4.57,0.75,18.68,0.41,1.45,25.87
61.99,15.69,22.1,11.55,2.44,0.75,18.45,0.41,1.48,25.86
54.75,15.54,21.56,11.56,4.71,0.73,18.89,0.41,1.45,25.85
58.72,15.3,21.23,11.39,5.42,0.75,19.24,0.41,1.49,25.84
57.32,15.7,21.34,11.56,4.49,0.76,20.46,0.41,1.43,25.86
58.31,15.55,21.39,11.74,0.26,0.75,27.18,0.41,1.44,25.85
55.39,15.58,21.53,11.46,7.71,0.75,20.88,0.42,1.47,25.86
58.4,15.44,21.11,11.6,8.08,0.74,19.59,0.41,1.43,25.85
58.18,15.39,21.39,11.55,10.53,0.74,18.74,0.41,1.5,25.85
61.69,15.46,21.11,11.51,15.38,0.76,19.16,0.42,1.45,25.85
61.76,15.66,21.27,11.54,13.25,0.73,18.8,0.41,1.44,25.86
63.34,15.59,21.78,11.72,14.8,0.76,11.76,0.41,1.44,25.85
59.06,15.58,21.1,11.84,22.61,0.74,16.71,0.41,1.44,25.86
43.13,15.42,21.54,11.37,29.2,0.73,17.36,0.41,1.44,25.85
38.94,15.57,21.63,11.68,6.62,0.75,17.47,0.41,1.42,25.85
44.59,15.11,21.36,11.44,5.47,0.73,18.3,0.41,1.44,25.84
48.25,15.52,21.36,11.52,1.96,0.74,18.3,0.4,1.44,25.85
60.66,15.35,21.17,11.64,0.4,0.73,19.34,0.42,1.46,25.84
65.61,15.75,20.81,11.47,9.5,0.73,18.71,0.41,1.44,25.86
62.99,15.34,21.43,11.58,5.9,0.75,18.42,0.41,1.41,25.84
64.19,15.46,21.21,11.43,2.97,0.73,18.19,0.41,1.43,25.85
61.9,15.55,21.45,11.72,0.83,0.73,18.72,0.42,1.46,25.85
62.02,15.46,21.09,11.62,7.75,0.73,18.76,0.41,1.47,25.85
64.83,15.45,21.11,11.7,5.7,0.73,18.76,0.41,1.44,25.85
62.57,15.56,21.85,11.56,3.25,0.73,23.12,0.41,1.42,25.85
58.99,16.12,21.14,11.46,3.05,0.73,20.59,0.42,1.46,25.87
52.32,15.05,21.63,11.72,9.76,0.75,18.23,0.41,1.43,25.83
52.16,15.83,21.3,11.55,6.86,0.75,18.23,0.41,1.46,25.86
57.59,16.2,21.69,11.68,3.72,0.74,22.16,0.4,1.43,25.88
54.14,15.44,21.6,11.58,0.06,0.74,19.33,0.4,1.44,25.85
55.92,15.56,21.27,11.46,4.94,0.76,18.56,0.41,1.45,25.85
54.68,15.28,21.7,11.67,5.39,0.75,18.87,0.41,1.43,26.63
64.47,15.91,21.6,11.71,5.4,0.72,19.02,0.4,1.41,30.61
75.09,15.61,21.59,11.5,5.9,0.76,18.94,0.41,1.47,38.62
67.23,15.58,21.58,11.68,7.43,0.74,18.93,0.41,1.46,33.37
61.7,15.59,21.02,11.62,8.33,0.75,18.99,0.41,1.46,29.41
58.92,15.63,21.57,11.46,7.01,0.73,18.49,0.41,1.48,31.91
54.36,16.03,21.8,11.61,5.44,0.74,18.02,0.42,1.43,27.6
52.74,15.63,21.76,11.71,6.81,0.75,18.48,0.41,1.45,26.36
61,15.59,21.66,11.49,6.46,0.74,19.23,0.42,1.47,34.62
75.14,15.77,21.48,11.54,8.16,0.73,18.84,0.42,1.45,48.76
72.27,15.57,21.66,11.55,6.96,0.74,18.46,0.41,1.46,45.89
70.42,15.44,21.4,11.28,5.4,0.74,18.89,0.4,1.44,44.04
65.47,15.35,21.32,11.43,5.19,0.75,18.79,0.41,1.43,39.09
62.4,15.57,22.19,11.59,6.89,0.74,18.4,0.41,1.43,36.02
61.23,15.55,21.83,11.58,7.15,0.75,18.79,0.41,1.45,34.84
63.85,15.11,21.27,11.51,4.38,0.74,18.58,0.4,1.46,37.48
62.44,15.4,21.52,11.24,5.4,0.75,18.77,0.4,1.44,36.06
61.29,15.64,21.42,11.53,4.29,0.75,18.29,0.41,1.4,34.91
62.62,15.36,21.5,11.61,4.56,0.74,18.64,0.41,1.47,36.24
60.72,15.54,21.13,11.77,4.48,0.74,18.06,0.41,1.46,34.34
65.17,15.72,21.54,11.43,4.44,0.73,17.97,0.41,1.43,38.78
73.29,15.45,21.46,11.55,4.96,0.73,18.02,0.41,1.45,46.91
66.41,15.1,21.69,11.79,3.2,0.75,18.77,0.42,1.42,40.03
60.58,15.61,21.07,11.45,7.58,0.71,18.57,0.41,1.43,34.2
57.79,15.56,21.25,11.59,5.37,0.74,18.05,0.4,1.44,31.41
55.01,15.56,21.36,11.42,5.64,0.73,18.33,0.41,1.44,28.63
55.61,15.75,21.53,11.66,5.02,0.75,18.65,0.41,1.46,29.23
59.1,15.67,21.5,11.52,5.67,0.76,18.77,0.42,1.47,32.72
60.31,15.29,21.63,11.62,5.7,0.73,18.93,0.41,1.44,33.93
60.72,15.35,21.13,11.59,5.2,0.75,18.91,0.41,1.44,34.34
54.25,15.68,21.73,11.53,4.78,0.73,18.91,0.4,1.42,27.87
54.95,15.68,21.28,11.63,6.56,0.76,18.55,0.42,1.44,28.57
56.54,15.94,21.07,11.73,6.83,0.75,18.73,0.42,1.44,30.16
64,15.5,21.87,11.75,6.37,0.72,18.27,0.41,1.43,37.62
72.19,15.58,21.4,11.41,7.85,0.74,18.32,0.41,1.43,45.81
74.06,15.66,21.4,11.74,9.17,0.73,18.93,0.42,1.47,47.68
69.72,15.97,21.87,11.71,7.25,0.75,18.3,0.41,1.46,43.34
68.66,15.6,21.38,11.65,7.09,0.73,18.89,0.42,1.41,42.28
71.62,15.56,21.43,11.51,9.13,0.73,18.09,0.4,1.46,45.24
69.23,15.63,21.82,11.57,3.46,0.74,18.17,0.41,1.44,42.85
64.39,15.66,21.05,11.52,2.2,0.72,18.84,0.42,1.44,38
65.88,15.46,21.41,11.51,2.7,0.73,18.65,0.4,1.46,39.49
74.72,15.66,21.04,11.56,3.06,0.76,18.61,0.41,1.48,48.34
80.73,15.59,21.55,11.51,3.76,0.74,18.3,0.41,1.46,54.35
88.03,15.64,20.99,11.73,4.48,0.72,18.5,0.42,1.46,61.65
90.1,15.48,21.42,11.49,5.08,0.73,18.65,0.42,1.41,63.72
88.13,15.68,21.45,11.57,2.21,0.74,18.09,0.41,1.47,61.74
76.31,15.7,21.32,11.55,7.65,0.74,20.55,0.41,1.46,49.93
70.94,15.84,21.84,11.42,7.64,0.73,23.16,0.4,1.44,44.56
70.03,15.56,21.8,11.5,7.18,0.74,17.23,0.41,1.44,43.65
71.03,15.57,21.43,11.68,6.6,0.75,18.69,0.42,1.42,44.65
67.78,15.46,21.08,11.75,4.6,0.75,18.86,0.41,1.44,41.4
67.26,15.36,21.28,11.51,3.92,0.74,18.66,0.42,1.46,40.88
61.94,15.72,22.06,11.53,3.43,0.76,18.47,0.41,1.44,35.56
56.23,15.53,21.19,11.66,2.23,0.73,18.48,0.41,1.45,29.85
57.93,15.62,21.17,11.63,11.28,0.75,18.45,0.42,1.46,31.55
60.81,15.79,21.22,11.65,10.36,0.74,18.95,0.41,1.46,34.43
61.11,15.66,21.31,11.61,11.69,0.73,18.62,0.41,1.49,34.73
62.36,15.73,21.51,11.8,12.85,0.74,18.98,0.41,1.44,35.98
69.65,15.67,21.27,11.68,7.89,0.73,18.65,0.42,1.47,43.27
67.65,15.72,21.36,11.69,7.91,0.75,18.47,0.41,1.46,41.27
66.31,15.53,21.13,11.73,8.88,0.74,18.17,0.42,1.44,39.92
72.53,15.43,21.18,11.7,10.22,0.74,18.98,0.41,1.43,46.16
71.82,15.18,21.05,11.52,8.41,0.74,18.26,0.41,1.46,45.44
66.65,15.47,21.22,11.43,8.57,0.73,18.09,0.42,1.47,40.27
61.55,15.54,21.54,11.78,8.96,0.76,18.12,0.41,1.44,35.17
65.33,15.81,20.99,11.5,10,0.74,18.74,0.41,1.43,38.95
69.67,15.37,21.63,11.42,3.39,0.73,18.72,0.41,1.45,43.3
74.38,15.72,21.56,11.53,3.01,0.73,18.26,0.42,1.46,47.99
76.88,15.31,21.71,11.6,2.64,0.74,18.79,0.41,1.46,50.5
72.89,15.65,21.27,11.42,3,0.76,18.56,0.41,1.46,46.52
70.39,15.36,21.59,11.73,7.82,0.75,18.85,0.42,1.42,44.01
62,15.55,21.17,11.45,7.06,0.74,19.08,0.41,1.45,35.62
69.45,15.87,21.09,11.57,4.71,0.73,18.32,0.42,1.47,37.23
76.76,15.94,21.16,11.5,6.32,0.75,19.14,0.41,1.47,38.76
74.84,15.49,21.71,11.69,7.02,0.74,19.31,0.41,1.46,38.74
65.95,15.61,21.21,11.73,6.67,0.73,19.11,0.41,1.47,32.95
62.51,15.57,21.33,11.56,7.28,0.74,18.63,0.42,1.44,29.51
61.64,15.4,21.33,11.63,7.83,0.73,19.32,0.42,1.45,25.17
